jjSASKSQSJ	(2) royal straight flush!
SKSJHKCJDQ	(7) 2 pairs
SKSJHKCJDJ	(4) full house
SKSJHKDADK	(6) 3 cards
SKSJHKDADQ	(8) 1 pair
SKSJHKDADJ	(7) 2 pairs
SKSJHKDKDQ	(6) 3 cards
SKSJHKDKDJ	(4) full house
SKSJHKDQDJ	(7) 2 pairs
SKSJHQHJCA	(8) 1 pair
SKSJHQHJCK	(7) 2 pairs
SKSJHQHJCQ	(7) 2 pairs
SKSJHQHJCJ	(6) 3 cards
SKSJHQHJDA	(8) 1 pair
SKSJHQHJDK	(7) 2 pairs
SKSJHQHJDQ	(7) 2 pairs
SKSJHQHJDJ	(6) 3 cards
SKSJHQCACK	(8) 1 pair
SKSJHQCACQ	(8) 1 pair
SKSJHQCACJ	(8) 1 pair
SKSJHQCADA	(8) 1 pair
SKSJHQCADK	(8) 1 pair
SKSJHQCADQ	(8) 1 pair
SKSJHQCADJ	(8) 1 pair
SKSJHQCKCQ	(7) 2 pairs
SKSJHQCKCJ	(7) 2 pairs
SKSJHQCKDA	(8) 1 pair
SKSJHQCKDK	(6) 3 cards
SKSJHQCKDQ	(7) 2 pairs
SKSJHQCKDJ	(7) 2 pairs
SKSJHQCQCJ	(7) 2 pairs
SKSJHQCQDA	(8) 1 pair
SKSJHQCQDK	(7) 2 pairs
SKSJHQCQDQ	(6) 3 cards
SKSJHQCQDJ	(7) 2 pairs
SKSJHQCJDA	(8) 1 pair
SKSJHQCJDK	(7) 2 pairs
SKSJHQCJDQ	(7) 2 pairs
SKSJHQCJDJ	(6) 3 cards
SKSJHQDADK	(8) 1 pair
SKSJHQDADQ	(8) 1 pair
SKSJHQDADJ	(8) 1 pair
SKSJHQDKDQ	(7) 2 pairs
SKSJHQDKDJ	(7) 2 pairs
SKSJHQDQDJ	(7) 2 pairs
SKSJHJCACK	(7) 2 pairs
SKSJHJCACQ	(8) 1 pair
SKSJHJCACJ	(6) 3 cards
SKSJHJCADA	(7) 2 pairs
SKSJHJCADK	(7) 2 pairs
SKSJHJCADQ	(8) 1 pair
SKSJHJCADJ	(6) 3 cards
SKSJHJCKCQ	(7) 2 pairs
SKSJHJCKCJ	(4) full house
SKSJHJCKDA	(7) 2 pairs
SKSJHJCKDK	(4) full house
SKSJHJCKDQ	(7) 2 pairs
SKSJHJCKDJ	(4) full house
SKSJHJCQCJ	(6) 3 cards
SKSJHJCQDA	(8) 1 pair
SKSJHJCQDK	(7) 2 pairs
SKSJHJCQDQ	(7) 2 pairs
SKSJHJCQDJ	(6) 3 cards
SKSJHJCJDA	(6) 3 cards
SKSJHJCJDK	(4) full house
SKSJHJCJDQ	(6) 3 cards
SKSJHJCJDJ	(3) 4 cards!
SKSJHJDADK	(7) 2 pairs
SKSJHJDADQ	(8) 1 pair
SKSJHJDADJ	(6) 3 cards
SKSJHJDKDQ	(7) 2 pairs
SKSJHJDKDJ	(4) full house
SKSJHJDQDJ	(6) 3 cards
SKSJCACKCQ	(8) 1 pair
SKSJCACKCJ	(7) 2 pairs
SKSJCACKDA	(7) 2 pairs
SKSJCACKDK	(6) 3 cards
SKSJCACKDQ	(8) 1 pair
SKSJCACKDJ	(7) 2 pairs
SKSJCACQCJ	(8) 1 pair
SKSJCACQDA	(8) 1 pair
SKSJCACQDK	(8) 1 pair
SKSJCACQDQ	(8) 1 pair
SKSJCACQDJ	(8) 1 pair
SKSJCACJDA	(7) 2 pairs
SKSJCACJDK	(7) 2 pairs
SKSJCACJDQ	(8) 1 pair
SKSJCACJDJ	(6) 3 cards
SKSJCADADK	(7) 2 pairs
SKSJCADADQ	(8) 1 pair
SKSJCADADJ	(7) 2 pairs
SKSJCADKDQ	(8) 1 pair
SKSJCADKDJ	(7) 2 pairs
SKSJCADQDJ	(8) 1 pair
SKSJCKCQCJ	(7) 2 pairs
SKSJCKCQDA	(8) 1 pair
SKSJCKCQDK	(6) 3 cards
SKSJCKCQDQ	(7) 2 pairs
SKSJCKCQDJ	(7) 2 pairs
SKSJCKCJDA	(7) 2 pairs
SKSJCKCJDK	(4) full house
SKSJCKCJDQ	(7) 2 pairs
SKSJCKCJDJ	(4) full house
SKSJCKDADK	(6) 3 cards
SKSJCKDADQ	(8) 1 pair
SKSJCKDADJ	(7) 2 pairs
SKSJCKDKDQ	(6) 3 cards
SKSJCKDKDJ	(4) full house
SKSJCKDQDJ	(7) 2 pairs
SKSJCQCJDA	(8) 1 pair
SKSJCQCJDK	(7) 2 pairs
SKSJCQCJDQ	(7) 2 pairs
SKSJCQCJDJ	(6) 3 cards
SKSJCQDADK	(8) 1 pair
SKSJCQDADQ	(8) 1 pair
SKSJCQDADJ	(8) 1 pair
SKSJCQDKDQ	(7) 2 pairs
SKSJCQDKDJ	(7) 2 pairs
SKSJCQDQDJ	(7) 2 pairs
SKSJCJDADK	(7) 2 pairs
SKSJCJDADQ	(8) 1 pair
SKSJCJDADJ	(6) 3 cards
SKSJCJDKDQ	(7) 2 pairs
SKSJCJDKDJ	(4) full house
SKSJCJDQDJ	(6) 3 cards
SKSJDADKDQ	(8) 1 pair
SKSJDADKDJ	(7) 2 pairs
SKSJDADQDJ	(8) 1 pair
SKSJDKDQDJ	(7) 2 pairs
SKHAHKHQHJ	(8) 1 pair
SKHAHKHQCA	(7) 2 pairs
SKHAHKHQCK	(6) 3 cards
SKHAHKHQCQ	(7) 2 pairs
SKHAHKHQCJ	(8) 1 pair
SKHAHKHQDA	(7) 2 pairs
SKHAHKHQDK	(6) 3 cards
SKHAHKHQDQ	(7) 2 pairs
SKHAHKHQDJ	(8) 1 pair
SKHAHKHJCA	(7) 2 pairs
SKHAHKHJCK	(6) 3 cards
SKHAHKHJCQ	(8) 1 pair
SKHAHKHJCJ	(7) 2 pairs
SKHAHKHJDA	(7) 2 pairs
SKHAHKHJDK	(6) 3 cards
SKHAHKHJDQ	(8) 1 pair
SKHAHKHJDJ	(7) 2 pairs
SKHAHKCACK	(4) full house
SKHAHKCACQ	(7) 2 pairs
SKHAHKCACJ	(7) 2 pairs
SKHAHKCADA	(4) full house
SKHAHKCADK	(4) full house
SKHAHKCADQ	(7) 2 pairs
SKHAHKCADJ	(7) 2 pairs
SKHAHKCKCQ	(6) 3 cards
SKHAHKCKCJ	(6) 3 cards
SKHAHKCKDA	(4) full house
SKHAHKCKDK	(3) 4 cards!
SKHAHKCKDQ	(6) 3 cards
SKHAHKCKDJ	(6) 3 cards
SKHAHKCQCJ	(8) 1 pair
SKHAHKCQDA	(7) 2 pairs
SKHAHKCQDK	(6) 3 cards
SKHAHKCQDQ	(7) 2 pairs
SKHAHKCQDJ	(8) 1 pair
SKHAHKCJDA	(7) 2 pairs
SKHAHKCJDK	(6) 3 cards
SKHAHKCJDQ	(8) 1 pair
SKHAHKCJDJ	(7) 2 pairs
SKHAHKDADK	(4) full house
SKHAHKDADQ	(7) 2 pairs
SKHAHKDADJ	(7) 2 pairs
SKHAHKDKDQ	(6) 3 cards
SKHAHKDKDJ	(6) 3 cards
SKHAHKDQDJ	(8) 1 pair
SKHAHQHJCA	(8) 1 pair
SKHAHQHJCK	(8) 1 pair
SKHAHQHJCQ	(8) 1 pair
SKHAHQHJCJ	(8) 1 pair
SKHAHQHJDA	(8) 1 pair
SKHAHQHJDK	(8) 1 pair
SKHAHQHJDQ	(8) 1 pair
SKHAHQHJDJ	(8) 1 pair
SKHAHQCACK	(7) 2 pairs
SKHAHQCACQ	(7) 2 pairs
SKHAHQCACJ	(8) 1 pair
SKHAHQCADA	(6) 3 cards
SKHAHQCADK	(7) 2 pairs
SKHAHQCADQ	(7) 2 pairs
SKHAHQCADJ	(8) 1 pair
SKHAHQCKCQ	(7) 2 pairs
SKHAHQCKCJ	(8) 1 pair
SKHAHQCKDA	(7) 2 pairs
SKHAHQCKDK	(6) 3 cards
SKHAHQCKDQ	(7) 2 pairs
SKHAHQCKDJ	(8) 1 pair
SKHAHQCQCJ	(8) 1 pair
SKHAHQCQDA	(7) 2 pairs
SKHAHQCQDK	(7) 2 pairs
SKHAHQCQDQ	(6) 3 cards
SKHAHQCQDJ	(8) 1 pair
SKHAHQCJDA	(8) 1 pair
SKHAHQCJDK	(8) 1 pair
SKHAHQCJDQ	(8) 1 pair
SKHAHQCJDJ	(8) 1 pair
SKHAHQDADK	(7) 2 pairs
SKHAHQDADQ	(7) 2 pairs
SKHAHQDADJ	(8) 1 pair
SKHAHQDKDQ	(7) 2 pairs
SKHAHQDKDJ	(8) 1 pair
SKHAHQDQDJ	(8) 1 pair
SKHAHJCACK	(7) 2 pairs
SKHAHJCACQ	(8) 1 pair
SKHAHJCACJ	(7) 2 pairs
SKHAHJCADA	(6) 3 cards
SKHAHJCADK	(7) 2 pairs
SKHAHJCADQ	(8) 1 pair
SKHAHJCADJ	(7) 2 pairs
SKHAHJCKCQ	(8) 1 pair
SKHAHJCKCJ	(7) 2 pairs
SKHAHJCKDA	(7) 2 pairs
SKHAHJCKDK	(6) 3 cards
SKHAHJCKDQ	(8) 1 pair
SKHAHJCKDJ	(7) 2 pairs
SKHAHJCQCJ	(8) 1 pair
SKHAHJCQDA	(8) 1 pair
SKHAHJCQDK	(8) 1 pair
SKHAHJCQDQ	(8) 1 pair
SKHAHJCQDJ	(8) 1 pair
SKHAHJCJDA	(7) 2 pairs
SKHAHJCJDK	(7) 2 pairs
SKHAHJCJDQ	(8) 1 pair
SKHAHJCJDJ	(6) 3 cards
SKHAHJDADK	(7) 2 pairs
SKHAHJDADQ	(8) 1 pair
SKHAHJDADJ	(7) 2 pairs
SKHAHJDKDQ	(8) 1 pair
SKHAHJDKDJ	(7) 2 pairs
SKHAHJDQDJ	(8) 1 pair
SKHACACKCQ	(7) 2 pairs
SKHACACKCJ	(7) 2 pairs
SKHACACKDA	(4) full house
SKHACACKDK	(4) full house
SKHACACKDQ	(7) 2 pairs
SKHACACKDJ	(7) 2 pairs
SKHACACQCJ	(8) 1 pair
SKHACACQDA	(6) 3 cards
SKHACACQDK	(7) 2 pairs
SKHACACQDQ	(7) 2 pairs
SKHACACQDJ	(8) 1 pair
SKHACACJDA	(6) 3 cards
SKHACACJDK	(7) 2 pairs
SKHACACJDQ	(8) 1 pair
SKHACACJDJ	(7) 2 pairs
SKHACADADK	(4) full house
SKHACADADQ	(6) 3 cards
SKHACADADJ	(6) 3 cards
SKHACADKDQ	(7) 2 pairs
SKHACADKDJ	(7) 2 pairs
SKHACADQDJ	(8) 1 pair
SKHACKCQCJ	(8) 1 pair
SKHACKCQDA	(7) 2 pairs
SKHACKCQDK	(6) 3 cards
SKHACKCQDQ	(7) 2 pairs
SKHACKCQDJ	(8) 1 pair
SKHACKCJDA	(7) 2 pairs
SKHACKCJDK	(6) 3 cards
SKHACKCJDQ	(8) 1 pair
SKHACKCJDJ	(7) 2 pairs
SKHACKDADK	(4) full house
SKHACKDADQ	(7) 2 pairs
SKHACKDADJ	(7) 2 pairs
SKHACKDKDQ	(6) 3 cards
SKHACKDKDJ	(6) 3 cards
SKHACKDQDJ	(8) 1 pair
SKHACQCJDA	(8) 1 pair
SKHACQCJDK	(8) 1 pair
SKHACQCJDQ	(8) 1 pair
SKHACQCJDJ	(8) 1 pair
SKHACQDADK	(7) 2 pairs
SKHACQDADQ	(7) 2 pairs
SKHACQDADJ	(8) 1 pair
SKHACQDKDQ	(7) 2 pairs
SKHACQDKDJ	(8) 1 pair
SKHACQDQDJ	(8) 1 pair
SKHACJDADK	(7) 2 pairs
SKHACJDADQ	(8) 1 pair
SKHACJDADJ	(7) 2 pairs
SKHACJDKDQ	(8) 1 pair
SKHACJDKDJ	(7) 2 pairs
SKHACJDQDJ	(8) 1 pair
SKHADADKDQ	(7) 2 pairs
SKHADADKDJ	(7) 2 pairs
SKHADADQDJ	(8) 1 pair
SKHADKDQDJ	(8) 1 pair
SKHKHQHJCA	(8) 1 pair
SKHKHQHJCK	(6) 3 cards
SKHKHQHJCQ	(7) 2 pairs
SKHKHQHJCJ	(7) 2 pairs
SKHKHQHJDA	(8) 1 pair
SKHKHQHJDK	(6) 3 cards
SKHKHQHJDQ	(7) 2 pairs
SKHKHQHJDJ	(7) 2 pairs
SKHKHQCACK	(6) 3 cards
SKHKHQCACQ	(7) 2 pairs
SKHKHQCACJ	(8) 1 pair
SKHKHQCADA	(7) 2 pairs
SKHKHQCADK	(6) 3 cards
SKHKHQCADQ	(7) 2 pairs
SKHKHQCADJ	(8) 1 pair
SKHKHQCKCQ	(4) full house
SKHKHQCKCJ	(6) 3 cards
SKHKHQCKDA	(6) 3 cards
SKHKHQCKDK	(3) 4 cards!
SKHKHQCKDQ	(4) full house
SKHKHQCKDJ	(6) 3 cards
SKHKHQCQCJ	(7) 2 pairs
SKHKHQCQDA	(7) 2 pairs
SKHKHQCQDK	(4) full house
SKHKHQCQDQ	(4) full house
SKHKHQCQDJ	(7) 2 pairs
SKHKHQCJDA	(8) 1 pair
SKHKHQCJDK	(6) 3 cards
SKHKHQCJDQ	(7) 2 pairs
SKHKHQCJDJ	(7) 2 pairs
SKHKHQDADK	(6) 3 cards
SKHKHQDADQ	(7) 2 pairs
SKHKHQDADJ	(8) 1 pair
SKHKHQDKDQ	(4) full house
SKHKHQDKDJ	(6) 3 cards
SKHKHQDQDJ	(7) 2 pairs
SKHKHJCACK	(6) 3 cards
SKHKHJCACQ	(8) 1 pair
SKHKHJCACJ	(7) 2 pairs
SKHKHJCADA	(7) 2 pairs
SKHKHJCADK	(6) 3 cards
SKHKHJCADQ	(8) 1 pair
SKHKHJCADJ	(7) 2 pairs
SKHKHJCKCQ	(6) 3 cards
SKHKHJCKCJ	(4) full house
SKHKHJCKDA	(6) 3 cards
SKHKHJCKDK	(3) 4 cards!
SKHKHJCKDQ	(6) 3 cards
SKHKHJCKDJ	(4) full house
SKHKHJCQCJ	(7) 2 pairs
SKHKHJCQDA	(8) 1 pair
SKHKHJCQDK	(6) 3 cards
SKHKHJCQDQ	(7) 2 pairs
SKHKHJCQDJ	(7) 2 pairs
SKHKHJCJDA	(7) 2 pairs
SKHKHJCJDK	(4) full house
SKHKHJCJDQ	(7) 2 pairs
SKHKHJCJDJ	(4) full house
SKHKHJDADK	(6) 3 cards
SKHKHJDADQ	(8) 1 pair
SKHKHJDADJ	(7) 2 pairs
SKHKHJDKDQ	(6) 3 cards
SKHKHJDKDJ	(4) full house
SKHKHJDQDJ	(7) 2 pairs
SKHKCACKCQ	(6) 3 cards
SKHKCACKCJ	(6) 3 cards
SKHKCACKDA	(4) full house
SKHKCACKDK	(3) 4 cards!
SKHKCACKDQ	(6) 3 cards
SKHKCACKDJ	(6) 3 cards
SKHKCACQCJ	(8) 1 pair
SKHKCACQDA	(7) 2 pairs
SKHKCACQDK	(6) 3 cards
SKHKCACQDQ	(7) 2 pairs
SKHKCACQDJ	(8) 1 pair
SKHKCACJDA	(7) 2 pairs
SKHKCACJDK	(6) 3 cards
SKHKCACJDQ	(8) 1 pair
SKHKCACJDJ	(7) 2 pairs
SKHKCADADK	(4) full house
SKHKCADADQ	(7) 2 pairs
SKHKCADADJ	(7) 2 pairs
SKHKCADKDQ	(6) 3 cards
SKHKCADKDJ	(6) 3 cards
SKHKCADQDJ	(8) 1 pair
SKHKCKCQCJ	(6) 3 cards
SKHKCKCQDA	(6) 3 cards
SKHKCKCQDK	(3) 4 cards!
SKHKCKCQDQ	(4) full house
SKHKCKCQDJ	(6) 3 cards
SKHKCKCJDA	(6) 3 cards
SKHKCKCJDK	(3) 4 cards!
SKHKCKCJDQ	(6) 3 cards
SKHKCKCJDJ	(4) full house
SKHKCKDADK	(3) 4 cards!
SKHKCKDADQ	(6) 3 cards
SKHKCKDADJ	(6) 3 cards
SKHKCKDKDQ	(3) 4 cards!
SKHKCKDKDJ	(3) 4 cards!
SKHKCKDQDJ	(6) 3 cards
SKHKCQCJDA	(8) 1 pair
SKHKCQCJDK	(6) 3 cards
SKHKCQCJDQ	(7) 2 pairs
SKHKCQCJDJ	(7) 2 pairs
SKHKCQDADK	(6) 3 cards
SKHKCQDADQ	(7) 2 pairs
SKHKCQDADJ	(8) 1 pair
SKHKCQDKDQ	(4) full house
SKHKCQDKDJ	(6) 3 cards
SKHKCQDQDJ	(7) 2 pairs
SKHKCJDADK	(6) 3 cards
SKHKCJDADQ	(8) 1 pair
SKHKCJDADJ	(7) 2 pairs
SKHKCJDKDQ	(6) 3 cards
SKHKCJDKDJ	(4) full house
SKHKCJDQDJ	(7) 2 pairs
SKHKDADKDQ	(6) 3 cards
SKHKDADKDJ	(6) 3 cards
SKHKDADQDJ	(8) 1 pair
SKHKDKDQDJ	(6) 3 cards
SKHQHJCACK	(8) 1 pair
SKHQHJCACQ	(8) 1 pair
SKHQHJCACJ	(8) 1 pair
SKHQHJCADA	(8) 1 pair
SKHQHJCADK	(8) 1 pair
SKHQHJCADQ	(8) 1 pair
SKHQHJCADJ	(8) 1 pair
SKHQHJCKCQ	(7) 2 pairs
SKHQHJCKCJ	(7) 2 pairs
SKHQHJCKDA	(8) 1 pair
SKHQHJCKDK	(6) 3 cards
SKHQHJCKDQ	(7) 2 pairs
SKHQHJCKDJ	(7) 2 pairs
SKHQHJCQCJ	(7) 2 pairs
SKHQHJCQDA	(8) 1 pair
SKHQHJCQDK	(7) 2 pairs
SKHQHJCQDQ	(6) 3 cards
SKHQHJCQDJ	(7) 2 pairs
SKHQHJCJDA	(8) 1 pair
SKHQHJCJDK	(7) 2 pairs
SKHQHJCJDQ	(7) 2 pairs
SKHQHJCJDJ	(6) 3 cards
SKHQHJDADK	(8) 1 pair
SKHQHJDADQ	(8) 1 pair
SKHQHJDADJ	(8) 1 pair
SKHQHJDKDQ	(7) 2 pairs
SKHQHJDKDJ	(7) 2 pairs
SKHQHJDQDJ	(7) 2 pairs
SKHQCACKCQ	(7) 2 pairs
SKHQCACKCJ	(8) 1 pair
SKHQCACKDA	(7) 2 pairs
SKHQCACKDK	(6) 3 cards
SKHQCACKDQ	(7) 2 pairs
SKHQCACKDJ	(8) 1 pair
SKHQCACQCJ	(8) 1 pair
SKHQCACQDA	(7) 2 pairs
SKHQCACQDK	(7) 2 pairs
SKHQCACQDQ	(6) 3 cards
SKHQCACQDJ	(8) 1 pair
SKHQCACJDA	(8) 1 pair
SKHQCACJDK	(8) 1 pair
SKHQCACJDQ	(8) 1 pair
SKHQCACJDJ	(8) 1 pair
SKHQCADADK	(7) 2 pairs
SKHQCADADQ	(7) 2 pairs
SKHQCADADJ	(8) 1 pair
SKHQCADKDQ	(7) 2 pairs
SKHQCADKDJ	(8) 1 pair
SKHQCADQDJ	(8) 1 pair
SKHQCKCQCJ	(7) 2 pairs
SKHQCKCQDA	(7) 2 pairs
SKHQCKCQDK	(4) full house
SKHQCKCQDQ	(4) full house
SKHQCKCQDJ	(7) 2 pairs
SKHQCKCJDA	(8) 1 pair
SKHQCKCJDK	(6) 3 cards
SKHQCKCJDQ	(7) 2 pairs
SKHQCKCJDJ	(7) 2 pairs
SKHQCKDADK	(6) 3 cards
SKHQCKDADQ	(7) 2 pairs
SKHQCKDADJ	(8) 1 pair
SKHQCKDKDQ	(4) full house
SKHQCKDKDJ	(6) 3 cards
SKHQCKDQDJ	(7) 2 pairs
SKHQCQCJDA	(8) 1 pair
SKHQCQCJDK	(7) 2 pairs
SKHQCQCJDQ	(6) 3 cards
SKHQCQCJDJ	(7) 2 pairs
SKHQCQDADK	(7) 2 pairs
SKHQCQDADQ	(6) 3 cards
SKHQCQDADJ	(8) 1 pair
SKHQCQDKDQ	(4) full house
SKHQCQDKDJ	(7) 2 pairs
SKHQCQDQDJ	(6) 3 cards
SKHQCJDADK	(8) 1 pair
SKHQCJDADQ	(8) 1 pair
SKHQCJDADJ	(8) 1 pair
SKHQCJDKDQ	(7) 2 pairs
SKHQCJDKDJ	(7) 2 pairs
SKHQCJDQDJ	(7) 2 pairs
SKHQDADKDQ	(7) 2 pairs
SKHQDADKDJ	(8) 1 pair
SKHQDADQDJ	(8) 1 pair
SKHQDKDQDJ	(7) 2 pairs
SKHJCACKCQ	(8) 1 pair
SKHJCACKCJ	(7) 2 pairs
SKHJCACKDA	(7) 2 pairs
SKHJCACKDK	(6) 3 cards
SKHJCACKDQ	(8) 1 pair
SKHJCACKDJ	(7) 2 pairs
SKHJCACQCJ	(8) 1 pair
SKHJCACQDA	(8) 1 pair
SKHJCACQDK	(8) 1 pair
SKHJCACQDQ	(8) 1 pair
SKHJCACQDJ	(8) 1 pair
SKHJCACJDA	(7) 2 pairs
SKHJCACJDK	(7) 2 pairs
SKHJCACJDQ	(8) 1 pair
SKHJCACJDJ	(6) 3 cards
SKHJCADADK	(7) 2 pairs
SKHJCADADQ	(8) 1 pair
SKHJCADADJ	(7) 2 pairs
SKHJCADKDQ	(8) 1 pair
SKHJCADKDJ	(7) 2 pairs
SKHJCADQDJ	(8) 1 pair
SKHJCKCQCJ	(7) 2 pairs
SKHJCKCQDA	(8) 1 pair
SKHJCKCQDK	(6) 3 cards
SKHJCKCQDQ	(7) 2 pairs
SKHJCKCQDJ	(7) 2 pairs
SKHJCKCJDA	(7) 2 pairs
SKHJCKCJDK	(4) full house
SKHJCKCJDQ	(7) 2 pairs
SKHJCKCJDJ	(4) full house
SKHJCKDADK	(6) 3 cards
SKHJCKDADQ	(8) 1 pair
SKHJCKDADJ	(7) 2 pairs
SKHJCKDKDQ	(6) 3 cards
SKHJCKDKDJ	(4) full house
SKHJCKDQDJ	(7) 2 pairs
SKHJCQCJDA	(8) 1 pair
SKHJCQCJDK	(7) 2 pairs
SKHJCQCJDQ	(7) 2 pairs
SKHJCQCJDJ	(6) 3 cards
SKHJCQDADK	(8) 1 pair
SKHJCQDADQ	(8) 1 pair
SKHJCQDADJ	(8) 1 pair
SKHJCQDKDQ	(7) 2 pairs
SKHJCQDKDJ	(7) 2 pairs
SKHJCQDQDJ	(7) 2 pairs
SKHJCJDADK	(7) 2 pairs
SKHJCJDADQ	(8) 1 pair
SKHJCJDADJ	(6) 3 cards
SKHJCJDKDQ	(7) 2 pairs
SKHJCJDKDJ	(4) full house
SKHJCJDQDJ	(6) 3 cards
SKHJDADKDQ	(8) 1 pair
SKHJDADKDJ	(7) 2 pairs
SKHJDADQDJ	(8) 1 pair
SKHJDKDQDJ	(7) 2 pairs
SKCACKCQCJ	(8) 1 pair
SKCACKCQDA	(7) 2 pairs
SKCACKCQDK	(6) 3 cards
SKCACKCQDQ	(7) 2 pairs
SKCACKCQDJ	(8) 1 pair
SKCACKCJDA	(7) 2 pairs
SKCACKCJDK	(6) 3 cards
SKCACKCJDQ	(8) 1 pair
SKCACKCJDJ	(7) 2 pairs
SKCACKDADK	(4) full house
SKCACKDADQ	(7) 2 pairs
SKCACKDADJ	(7) 2 pairs
SKCACKDKDQ	(6) 3 cards
SKCACKDKDJ	(6) 3 cards
SKCACKDQDJ	(8) 1 pair
SKCACQCJDA	(8) 1 pair
SKCACQCJDK	(8) 1 pair
SKCACQCJDQ	(8) 1 pair
SKCACQCJDJ	(8) 1 pair
SKCACQDADK	(7) 2 pairs
SKCACQDADQ	(7) 2 pairs
SKCACQDADJ	(8) 1 pair
SKCACQDKDQ	(7) 2 pairs
SKCACQDKDJ	(8) 1 pair
SKCACQDQDJ	(8) 1 pair
SKCACJDADK	(7) 2 pairs
SKCACJDADQ	(8) 1 pair
SKCACJDADJ	(7) 2 pairs
SKCACJDKDQ	(8) 1 pair
SKCACJDKDJ	(7) 2 pairs
SKCACJDQDJ	(8) 1 pair
SKCADADKDQ	(7) 2 pairs
SKCADADKDJ	(7) 2 pairs
SKCADADQDJ	(8) 1 pair
SKCADKDQDJ	(8) 1 pair
SKCKCQCJDA	(8) 1 pair
SKCKCQCJDK	(6) 3 cards
SKCKCQCJDQ	(7) 2 pairs
SKCKCQCJDJ	(7) 2 pairs
SKCKCQDADK	(6) 3 cards
SKCKCQDADQ	(7) 2 pairs
SKCKCQDADJ	(8) 1 pair
SKCKCQDKDQ	(4) full house
SKCKCQDKDJ	(6) 3 cards
SKCKCQDQDJ	(7) 2 pairs
SKCKCJDADK	(6) 3 cards
SKCKCJDADQ	(8) 1 pair
SKCKCJDADJ	(7) 2 pairs
SKCKCJDKDQ	(6) 3 cards
SKCKCJDKDJ	(4) full house
SKCKCJDQDJ	(7) 2 pairs
SKCKDADKDQ	(6) 3 cards
SKCKDADKDJ	(6) 3 cards
SKCKDADQDJ	(8) 1 pair
SKCKDKDQDJ	(6) 3 cards
SKCQCJDADK	(8) 1 pair
SKCQCJDADQ	(8) 1 pair
SKCQCJDADJ	(8) 1 pair
SKCQCJDKDQ	(7) 2 pairs
SKCQCJDKDJ	(7) 2 pairs
SKCQCJDQDJ	(7) 2 pairs
SKCQDADKDQ	(7) 2 pairs
SKCQDADKDJ	(8) 1 pair
SKCQDADQDJ	(8) 1 pair
SKCQDKDQDJ	(7) 2 pairs
SKCJDADKDQ	(8) 1 pair
SKCJDADKDJ	(7) 2 pairs
SKCJDADQDJ	(8) 1 pair
SKCJDKDQDJ	(7) 2 pairs
SKDADKDQDJ	(8) 1 pair
SQSJHAHKHQ	(8) 1 pair
SQSJHAHKHJ	(8) 1 pair
SQSJHAHKCA	(8) 1 pair
SQSJHAHKCK	(8) 1 pair
SQSJHAHKCQ	(8) 1 pair
SQSJHAHKCJ	(8) 1 pair
SQSJHAHKDA	(8) 1 pair
SQSJHAHKDK	(8) 1 pair
SQSJHAHKDQ	(8) 1 pair
SQSJHAHKDJ	(8) 1 pair
SQSJHAHQHJ	(7) 2 pairs
SQSJHAHQCA	(7) 2 pairs
SQSJHAHQCK	(8) 1 pair
SQSJHAHQCQ	(6) 3 cards
SQSJHAHQCJ	(7) 2 pairs
SQSJHAHQDA	(7) 2 pairs
SQSJHAHQDK	(8) 1 pair
SQSJHAHQDQ	(6) 3 cards
SQSJHAHQDJ	(7) 2 pairs
SQSJHAHJCA	(7) 2 pairs
SQSJHAHJCK	(8) 1 pair
SQSJHAHJCQ	(7) 2 pairs
SQSJHAHJCJ	(6) 3 cards
SQSJHAHJDA	(7) 2 pairs
SQSJHAHJDK	(8) 1 pair
SQSJHAHJDQ	(7) 2 pairs
SQSJHAHJDJ	(6) 3 cards
SQSJHACACK	(8) 1 pair
SQSJHACACQ	(7) 2 pairs
SQSJHACACJ	(7) 2 pairs
SQSJHACADA	(6) 3 cards
SQSJHACADK	(8) 1 pair
SQSJHACADQ	(7) 2 pairs
SQSJHACADJ	(7) 2 pairs
SQSJHACKCQ	(8) 1 pair
SQSJHACKCJ	(8) 1 pair
SQSJHACKDA	(8) 1 pair
SQSJHACKDK	(8) 1 pair
SQSJHACKDQ	(8) 1 pair
SQSJHACKDJ	(8) 1 pair
SQSJHACQCJ	(7) 2 pairs
SQSJHACQDA	(7) 2 pairs
SQSJHACQDK	(8) 1 pair
SQSJHACQDQ	(6) 3 cards
SQSJHACQDJ	(7) 2 pairs
SQSJHACJDA	(7) 2 pairs
SQSJHACJDK	(8) 1 pair
SQSJHACJDQ	(7) 2 pairs
SQSJHACJDJ	(6) 3 cards
SQSJHADADK	(8) 1 pair
SQSJHADADQ	(7) 2 pairs
SQSJHADADJ	(7) 2 pairs
SQSJHADKDQ	(8) 1 pair
SQSJHADKDJ	(8) 1 pair
SQSJHADQDJ	(7) 2 pairs
SQSJHKHQHJ	(7) 2 pairs
SQSJHKHQCA	(8) 1 pair
SQSJHKHQCK	(7) 2 pairs
SQSJHKHQCQ	(6) 3 cards
SQSJHKHQCJ	(7) 2 pairs
SQSJHKHQDA	(8) 1 pair
SQSJHKHQDK	(7) 2 pairs
SQSJHKHQDQ	(6) 3 cards
SQSJHKHQDJ	(7) 2 pairs
SQSJHKHJCA	(8) 1 pair
SQSJHKHJCK	(7) 2 pairs
